Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Категорія ,Назва об'єкта українською мовою
5300000000,5324000000,5324081300,5324081304,С,МАЛІ КОЗУБИ
5300000000,5324000000,5324081300,5324081305,С,МИХАЙЛИКИ
5300000000,5324000000,5324081300,5324081306,С,ПИСАРЕНКИ
5300000000,5324000000,5324081300,5324081307,С,ПІДЛЕПИЧІ
5300000000,5324000000,5324081300,5324081308,С,СЕРДЮКИ
5300000000,5324000000,5324081300,5324081309,С,ТВЕРДОХЛІБИ
5300000000,5324000000,5324081400,,,ПАЛЬЧИКІВСЬКА/С.ПАЛЬЧИКІВКА
5300000000,5324000000,5324081400,5324081401,С,ПАЛЬЧИКІВКА
5300000000,5324000000,5324081400,5324081402,С,БУГАЇВКА
5300000000,5324000000,5324081400,5324081403,С,ВИТІВКА
5300000000,5324000000,5324081400,5324081404,С,ГУТИРІВКА
5300000000,5324000000,5324081400,5324081405,С,КАРПУСІ
5300000000,5324000000,5324081400,5324081406,С,КЕЛЕБЕРДІВКА
5300000000,5324000000,5324081400,5324081407,С,КОСТОЧКИ
5300000000,5324000000,5324081400,5324081408,С,УМАНЦІВКА
5300000000,5324000000,5324081400,5324081409,С,ЦИГАНСЬКЕ
5300000000,5324000000,5324081900,,,КОВАЛІВСЬКА/С.КОВАЛІВКА
5300000000,5324000000,5324081900,5324081901,С,КОВАЛІВКА
5300000000,5324000000,5324081900,5324081902,С,АНДРУШКИ
5300000000,5324000000,5324081900,5324081903,С,БОЧАНІВКА
5300000000,5324000000,5324081900,5324081904,С,ВЕРХОЛИ
5300000000,5324000000,5324081900,5324081905,С,ГРАБИНІВКА
5300000000,5324000000,5324081900,5324081906,С,ДАВИДІВКА
5300000000,5324000000,5324081900,5324081907,С,ЗАЛІЗНИЧНЕ
5300000000,5324000000,5324081900,5324081908,С,ЗАТУРИНЕ
5300000000,5324000000,5324081900,5324081909,С,ЇЖАКІВКА
5300000000,5324000000,5324081900,5324081910,С,МАКУХІВКА
5300000000,5324000000,5324081900,5324081911,С,СОСНІВКА
5300000000,5324000000,5324082400,,,СЕМ'ЯНІВСЬКА/С.СЕМ'ЯНІВКА
5300000000,5324000000,5324082400,5324082401,С,СЕМ'ЯНІВКА
5300000000,5324000000,5324082400,5324082404,С,ОЛЕПІРИ
5300000000,5324000000,5324082400,5324082405,С,ПАТЛАЇВКА
5300000000,5324000000,5324082400,5324082407,С,ТЕРНІВЩИНА
5300000000,5324000000,5324082400,5324082408,С,ЯЦИНОВА СЛОБІДКА
5300000000,5324000000,5324082700,,,КОЛОМАЦЬКА/С.КОЛОМАЦЬКЕ
5300000000,5324000000,5324082700,5324082701,С,КОЛОМАЦЬКЕ
5300000000,5324000000,5324082700,5324082703,С,ДУДНИКОВЕ
5300000000,5324000000,5324082700,5324082705,С,СТЕПАНІВКА
5300000000,5324000000,5324083200,,,МАЧУХІВСЬКА/С.МАЧУХИ
5300000000,5324000000,5324083200,5324083201,С,МАЧУХИ
5300000000,5324000000,5324083200,5324083202,С,БАЙРАК
5300000000,5324000000,5324083200,5324083203,С,ВАСЬКИ
5300000000,5324000000,5324083200,5324083204,С,КОВАНЧИК
5300000000,5324000000,5324083200,5324083205,С,КУКЛИНЦІ
5300000000,5324000000,5324083200,5324083206,С,МАЗУРІВКА
5300000000,5324000000,5324083200,5324083207,С,МИКОЛАЇВКА
5300000000,5324000000,5324083200,5324083208,С,СНОПОВЕ
5300000000,5324000000,5324083900,,,МИКІЛЬСЬКА/С.МИКІЛЬСЬКЕ
5300000000,5324000000,5324083900,5324083901,С,МИКІЛЬСЬКЕ
5300000000,5324000000,5324083900,5324083902,С,БЕЗРУЧКИ
5300000000,5324000000,5324083900,5324083903,С,БУЗОВА ПАСКІВКА
5300000000,5324000000,5324083900,5324083904,С,ВАЦІ
5300000000,5324000000,5324083900,5324083905,С,ЗІНЦІ
5300000000,5324000000,5324083900,5324083906,С,КАШУБІВКА
5300000000,5324000000,5324083900,5324083907,С,КЛЮШНИКИ
5300000000,5324000000,5324083900,5324083909,С,КУРИЛЕХІВКА
5300000000,5324000000,5324083900,5324083910,С,МАЛЕ МИКІЛЬСЬКЕ
5300000000,5324000000,5324083900,5324083911,С,МАРКІВКА
5300000000,5324000000,5324083900,5324083912,С,ЦИБУЛІ
5300000000,5324000000,5324084000,,,НОВОСЕЛІВСЬКА/С.НОВОСЕЛІВКА
5300000000,5324000000,5324084000,5324084001,С,НОВОСЕЛІВКА
5300000000,5324000000,5324084000,5324084002,С,БРУНІВКА
5300000000,5324000000,5324084000,5324084003,С,БЕРЕЗІВКА
5300000000,5324000000,5324084000,5324084004,С,ВІЛЬХОВИЙ РІГ
5300000000,5324000000,5324084000,5324084005,С,БОЖКИ
5300000000,5324000000,5324084000,5324084006,С,БОЖКІВСЬКЕ
5300000000,5324000000,5324084000,5324084007,С,БОЖКОВЕ
5300000000,5324000000,5324084000,5324084008,С,КРЮКОВЕ
5300000000,5324000000,5324084000,5324084009,С,ПАСКІВКА
5300000000,5324000000,5324084000,5324084010,С,ТЕРЕНТІЇВКА
5300000000,5324000000,5324084000,5324084011,С,БУРТИ
5300000000,5324000000,5324084000,5324084012,С,ВАСИЛЬЦІ
5300000000,5324000000,5324084000,5324084013,С,ВЕРБОВЕ
5300000000,5324000000,5324084000,5324084014,С,ВІЛЬХІВЩИНА
5300000000,5324000000,5324084000,5324084015,С,ГАВРИЛКИ
5300000000,5324000000,5324084000,5324084016,С,ГЛОБИ
5300000000,5324000000,5324084000,5324084017,С,ГОЛОВКИ
5300000000,5324000000,5324084000,5324084018,С,ГОНТАРІ
5300000000,5324000000,5324084000,5324084019,С,ЗАБАРЯНИ
5300000000,5324000000,5324084000,5324084020,С,КАРНАУХИ
5300000000,5324000000,5324084000,5324084021,С,КОВАНЬКІВКА
5300000000,5324000000,5324084000,5324084022,С,КОЛОМАК
5300000000,5324000000,5324084000,5324084023,С,МАР'ЇВКА
5300000000,5324000000,5324084000,5324084024,С,НАДЕРЖИНЩИНА
5300000000,5324000000,5324084000,5324084025,С,НЕСТЕРЕНКИ
5300000000,5324000000,5324084000,5324084026,С,ОПІШНЯНИ
5300000000,5324000000,5324084000,5324084027,С,ПЕТРАШІВКА
5300000000,5324000000,5324084000,5324084028,С,РУНІВЩИНА
5300000000,5324000000,5324084000,5324084029,С,СТУПКИ
5300000000,5324000000,5324084000,5324084030,С,СУСІДКИ
5300000000,5324000000,5324084000,5324084031,С,СЯГАЙЛИ
5300000000,5324000000,5324084000,5324084032,С,ФИСУНИ
5300000000,5324000000,5324084000,5324084033,С,ЧЕРКАСІВКА
5300000000,5324000000,5324084000,5324084034,С,ШИЛИ
5300000000,5324000000,5324084900,,,СТЕПНЕНСЬКА/С-ЩЕ СТЕПНЕ
5300000000,5324000000,5324084900,5324084901,Щ,СТЕПНЕ
5300000000,5324000000,5324085000,,,СУДІЇВСЬКА/С.СУДІЇВКА
5300000000,5324000000,5324085000,5324085001,С,СУДІЇВКА
5300000000,5324000000,5324085000,5324085003,С,ШЕВЧЕНКИ
5300000000,5324000000,5324085200,,,СУПРУНІВСЬКА/С.СУПРУНІВКА
5300000000,5324000000,5324085200,5324085201,С,СУПРУНІВКА
5300000000,5324000000,5324085200,5324085203,С,ГОВТВЯНЧИК
5300000000,5324000000,5324085200,5324085205,С,ІВАШКИ
5300000000,5324000000,5324085200,5324085207,С,МИЛЬЦІ
5300000000,5324000000,5324085200,5324085209,С,ШОСТАКИ
5300000000,5324000000,5324085700,,,ТАХТАУЛІВСЬКА/С.ТАХТАУЛОВЕ
5300000000,5324000000,5324085700,5324085701,С,ТАХТАУЛОВЕ
5300000000,5324000000,5324085700,5324085702,С,ЖУКИ
5300000000,5324000000,5324085900,,,ТЕРЕШКІВСЬКА/С.ТЕРЕШКИ
5300000000,5324000000,5324085900,5324085901,С,ТЕРЕШКИ
5300000000,5324000000,5324085900,5324085908,С,КОПИЛИ
5300000000,5324000000,5324086200,,,ТРОСТЯНЕЦЬКА/С.ВЕЛИКИЙ ТРОСТЯНЕЦЬ
5300000000,5324000000,5324086200,5324086201,С,ВЕЛИКИЙ ТРОСТЯНЕЦЬ
5300000000,5324000000,5324086200,5324086202,С,БУЛАНОВЕ
5300000000,5324000000,5324086200,5324086203,С,ВИЩІ ВІЛЬШАНИ
5300000000,5324000000,5324086200,5324086204,С,КВІТКОВЕ
5300000000,5324000000,5324086200,5324086205,С,МАЛИЙ ТРОСТЯНЕЦЬ
5300000000,5324000000,5324086200,5324086206,С,НИЖНІ ВІЛЬШАНИ
5300000000,5324000000,5324086200,5324086207,С,ПОЖАРНА БАЛКА
5300000000,5324000000,5324086200,5324086208,С,САПОЖИНЕ
5300000000,5324000000,5324086900,,,ЧОРНОГЛАЗІВСЬКА/С.ЧОРНОГЛАЗІВКА
5300000000,5324000000,5324086900,5324086901,С,ЧОРНОГЛАЗІВКА
5300000000,5324000000,5324086900,5324086902,С,БЕРШАЦЬКЕ
5300000000,5324000000,5324086900,5324086904,С,ГЛУХОВЕ
5300000000,5324000000,5324086900,5324086905,С,ДОЛИНА
5300000000,5324000000,5324086900,5324086908,С,МАКАРЦІВКА
5300000000,5324000000,5324086900,5324086909,С,НОСІВКА
5300000000,5324000000,5324086900,5324086911,С,ТРИРОГОВЕ
5300000000,5324000000,5324087700,,,ЩЕРБАНІВСЬКА/С.ЩЕРБАНІ
5300000000,5324000000,5324087700,5324087701,С,ЩЕРБАНІ
5300000000,5324000000,5324087700,5324087702,С,ГОРА
5300000000,5324000000,5324087700,5324087703,С,ГОРБАНІВКА
5300000000,5324000000,5324087700,5324087704,С,НИЖНІ МЛИНИ
5300000000,5324000000,5324087700,5324087705,С,РОЗСОШЕНЦІ
5300000000,5324000000,5324087700,5324087706,С,ТЮТЮННИКИ
5300000000,5324000000,5324087700,5324087707,С,ШМИГЛІ
5300000000,5324200000,,,,РЕШЕТИЛІВСЬКИЙ РАЙОН/М.РЕШЕТИЛІВКА
5300000000,5324200000,5324210000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ РЕШЕТИЛІВСЬКОГО Р-НУ
5300000000,5324200000,5324210100,,М,РЕШЕТИЛІВКА
5300000000,5324200000,5324210100,5324210101,С,БІЛОКОНІ
5300000000,5324200000,5324210100,5324210103,С,ГАНЖІ
5300000000,5324200000,5324210100,5324210104,С,КОЛОТІЇ
5300000000,5324200000,5324210100,5324210105,С,ПРОКОПІВКА
5300000000,5324200000,5324210100,5324210106,С,СЕНІ
5300000000,5324200000,5324210100,5324210108,С,ХОРУЖІ
5300000000,5324200000,5324210100,5324210109,С,ШКУРУПІЇВКА
5300000000,5324200000,5324280000,,,СІЛЬРАДИ РЕШЕТИЛІВСЬКОГО Р-НУ
5300000000,5324200000,5324280500,,,ДЕМИДІВСЬКА/С.ДЕМИДІВКА
5300000000,5324200000,5324280500,5324280501,С,ДЕМИДІВКА
5300000000,5324200000,5324280500,5324280502,С,АНДРІЇВКА
5300000000,5324200000,5324280500,5324280503,С,ЛИТВИНІВКА
5300000000,5324200000,5324280500,5324280504,С,НОВА ДИКАНЬКА
5300000000,5324200000,5324280500,5324280505,С,ПУСТОВАРИ
5300000000,5324200000,5324280900,,,ПОКРОВСЬКА/С-ЩЕ ПОКРОВСЬКЕ
5300000000,5324200000,5324280900,5324280901,Щ,ПОКРОВСЬКЕ
5300000000,5324200000,5324280900,5324280902,С,БАБИЧІ
5300000000,5324200000,5324280900,5324280903,С,ГОЛУБИ
5300000000,5324200000,5324280900,5324280907,С,КРИВКИ
5300000000,5324200000,5324280900,5324280911,С,ПИСАРЕНКИ
5300000000,5324200000,5324280900,5324280912,С,ТУТАКИ
5300000000,5324200000,5324280900,5324280913,С,ШКУРУПІЇ
5300000000,5324200000,5324281300,,,КАЛЕНИКІВСЬКА/С.КАЛЕНИКИ
5300000000,5324200000,5324281300,5324281301,С,КАЛЕНИКИ
5300000000,5324200000,5324281300,5324281304,С,ХРЕЩАТЕ
5300000000,5324200000,5324281400,,,КУКОБІВСЬКА/С.КУКОБІВКА
5300000000,5324200000,5324281400,5324281401,С,КУКОБІВКА
5300000000,5324200000,5324281400,5324281403,С,ДМИТРЕНКИ
5300000000,5324200000,5324281400,5324281405,С,ДОЛИНА
5300000000,5324200000,5324281400,5324281407,С,КОЛОМАК
5300000000,5324200000,5324281400,5324281409,С,КУЗЬМЕНКИ
5300000000,5324200000,5324281400,5324281411,С,ЛЮТІВКА
5300000000,5324200000,5324281500,,,ЛИМАНСЬКА-ДРУГА/С.ЛИМАН ДРУГИЙ
5300000000,5324200000,5324281500,5324281501,С,ЛИМАН ДРУГИЙ
5300000000,5324200000,5324281500,5324281502,С,БРАТЕШКИ
5300000000,5324200000,5324281500,5324281504,С,ДЕМ'ЯНЦІ
5300000000,5324200000,5324281500,5324281506,С,КОЛІНЬКИ
5300000000,5324200000,5324281500,5324281509,С,ПОТЕРЯЙКИ-ГОРОВІ
5300000000,5324200000,5324281500,5324281511,С,ШИШАЦЬКЕ
5300000000,5324200000,5324281600,,,ЛИМАНСЬКА-ПЕРША/С.ЛИМАН ПЕРШИЙ
5300000000,5324200000,5324281600,5324281601,С,ЛИМАН ПЕРШИЙ
5300000000,5324200000,5324281600,5324281602,С,БУЗИНІВЩИНА
5300000000,5324200000,5324281600,5324281605,С,МИРНЕ
5300000000,5324200000,5324281600,5324281608,С,ТУРИ
5300000000,5324200000,5324281900,,,ЛОБАЧІВСЬКА/С.ЛОБАЧІ
5300000000,5324200000,5324281900,5324281901,С,ЛОБАЧІ
5300000000,5324200000,5324281900,5324281903,С,ГЛИБОКА БАЛКА
5300000000,5324200000,5324281900,5324281907,С,КОРЖІ
5300000000,5324200000,5324281900,5324281908,С,КРОХМАЛЬЦІ
5300000000,5324200000,5324281900,5324281910,С,ТРИВАЙЛИ
5300000000,5324200000,5324282200,,,МАЛОБАКАЙСЬКА/С.МАЛИЙ БАКАЙ
5300000000,5324200000,5324282200,5324282201,С,МАЛИЙ БАКАЙ
5300000000,5324200000,5324282200,5324282202,С,БАКАЙ
5300000000,5324200000,5324282200,5324282204,С,МУШТИ
5300000000,5324200000,5324282600,,,М'ЯКЕНЬКІВСЬКА/С.М'ЯКЕНЬКІВКА
5300000000,5324200000,5324282600,5324282601,С,М'ЯКЕНЬКІВКА
5300000000,5324200000,5324282600,5324282602,С,МИХНІВКА
5300000000,5324200000,5324282600,5324282603,С,ШРАМКИ
5300000000,5324200000,5324282800,,,НОВОМИХАЙЛІВСЬКА/С.НОВА МИХАЙЛІВКА
5300000000,5324200000,5324282800,5324282801,С,НОВА МИХАЙЛІВКА
5300000000,5324200000,5324282800,5324282803,С,МОЛОДИКІВЩИНА
5300000000,5324200000,5324282800,5324282805,С,ПОТЕРЯЙКИ
5300000000,5324200000,5324282800,5324282807,С,ШАРЛАЇ
5300000000,5324200000,5324283100,,,ПАЩЕНКІВСЬКА/С.ПАЩЕНКИ
5300000000,5324200000,5324283100,5324283101,С,ПАЩЕНКИ
5300000000,5324200000,5324283100,5324283103,С,ГОЛЬМАНІВКА
5300000000,5324200000,5324283100,5324283105,С,ПАСЬКІВКА
5300000000,5324200000,5324283100,5324283107,С,ЯЦЕНКИ
5300000000,5324200000,5324283200,,,ПІЩАНСЬКА/С.ПІЩАНЕ
5300000000,5324200000,5324283200,5324283201,С,ПІЩАНЕ
5300000000,5324200000,5324283200,5324283206,С,СЛАВКИ
5300000000,5324200000,5324283800,,,ПЛОСКІВСЬКА/С.ПЛОСКЕ
5300000000,5324200000,5324283800,5324283801,С,ПЛОСКЕ
5300000000,5324200000,5324283800,5324283802,С,БРАЇЛКИ
5300000000,5324200000,5324283800,5324283803,С,ЛЕВЕНЦІВКА
5300000000,5324200000,5324283800,5324283804,С,ТВЕРДОХЛІБИ
5300000000,5324200000,5324283800,5324283805,С,ЧЕРЕДНИКИ
5300000000,5324200000,5324284200,,,ПОТІЧАНСЬКА/С.ПОТІЧОК
5300000000,5324200000,5324284200,5324284201,С,ПОТІЧОК
5300000000,5324200000,5324284200,5324284204,С,МИКОЛАЇВКА
5300000000,5324200000,5324284200,5324284206,С,НАГІРНЕ
5300000000,5324200000,5324284200,5324284207,С,ПАСІЧНИКИ
5300000000,5324200000,5324285000,,,СУХОРАБІВСЬКА/С.СУХОРАБІВКА
5300000000,5324200000,5324285000,5324285001,С,СУХОРАБІВКА
5300000000,5324200000,5324285000,5324285002,С,БЕРЕЗНЯКИ
5300000000,5324200000,5324285000,5324285003,С,ПІДОК
5300000000,5324200000,5324285400,,,ФЕДІЇВСЬКА/С.ФЕДІЇВКА
5300000000,5324200000,5324285400,5324285401,С,ФЕДІЇВКА
5300000000,5324200000,5324285400,5324285402,С,ЛУЧКИ
5300000000,5324200000,5324285600,,,ШЕВЧЕНКІВСЬКА/С.ШЕВЧЕНКОВЕ
